#SampleID	Location	Date_Taken	Sample_Type	Soil_Test_Number	PlantA_Or_B	Notes	GA_Microbiome	Living_Mulch	Endophyte	R1_Fastq_Name	R2_Fastq_Name	reads	Growing_Degree_Days	GPSlatitude	GPSlongitude	Living_Mulch_Treatment	quant_reading	Sample_or_Control	precipIntensity	precipProbability	temperatureHigh	temperatureLow	dewPoint	humidity	windSpeed	uvIndex	Sampling_Number	Lime_Buffer_Capacity	pH	Water_pH	Base_Saturation_perc	Cation_Exchange_Capacity	Ca_ppm	Cd_ppm	Cr_ppm	Cu_ppm	Fe_ppm	K_ppm	Mg_ppm	Mn_ppm	Mo_ppm	Na_ppm	Ni_ppm	P_ppm	Pb_ppm	Zn_ppm	Organic_Matter_perc	N_perc	Sampling_NumberGDD	Plate	Row	Column	Well	Concentration
GA1837Kb1400	Blairsville	2018-07-09	Stalk	NA	b	NA	TRUE	FALSE	FALSE	GA1837Kb1400_S38_L001_R1_001.fastq.gz	GA1837Kb1400_S38_L001_R2_001.fastq.gz	4217	1400	34.84499	-83.91679	NA	74.4	Sample	0.006410294	0.4620588	81.29485	62.65044	62.91162	0.7870588	2.561029	8.764706	37	335	5.2	5.8	72.6	8.52	925	0.025	0.025	0.38	14.45	135.4	140.4	8.86	0.025	10.77	1.74	28.35	0.25	1.46	4.73	0.16	371400	1	D	2	D2	74.4
GA1837Kb600	Blairsville	2018-06-01	Stalk	NA	b	NA	TRUE	FALSE	FALSE	GA1837Kb600_S39_L001_R1_001.fastq.gz	GA1837Kb600_S39_L001_R2_001.fastq.gz	9679	600	34.84497	-83.9168	NA	47.766728	Sample	0.006410294	0.4620588	81.29485	62.65044	62.91162	0.7870588	2.561029	8.764706	37	408	5.74	6.34	80.4	7.96	877	0.025	0.025	0.45	13.86	134.8	194.2	16.39	0.025	11.27	3.38	32.1	0.34	1.63	4.72	0.14	37600	1	D	3	D3	47.7667276667
GA1837Ra1400	Blairsville	2018-07-09	Root	NA	a	NA	TRUE	FALSE	FALSE	GA18-37Ra-1400_S230_L001_R1_001.fastq.gz	GA18-37Ra-1400_S230_L001_R2_001.fastq.gz	17228	1400	34.84499	-83.91679	NA	125.666667	Sample	0.006410294	0.4620588	81.29485	62.65044	62.91162	0.7870588	2.561029	8.764706	37	335	5.2	5.8	72.6	8.52	925	0.025	0.025	0.38	14.45	135.4	140.4	8.86	0.025	10.77	1.74	28.35	0.25	1.46	4.73	0.16	371400	6	D	3	D3	125.6666666667
GA1837Ra600	Blairsville	2018-06-01	Root	NA	a	NA	TRUE	FALSE	FALSE	GA18-37Ra-600_S207_L001_R1_001.fastq.gz	GA18-37Ra-600_S207_L001_R2_001.fastq.gz	22332	600	34.84497	-83.9168	NA	112.266667	Sample	0.006410294	0.4620588	81.29485	62.65044	62.91162	0.7870588	2.561029	8.764706	37	408	5.74	6.34	80.4	7.96	877	0.025	0.025	0.45	13.86	134.8	194.2	16.39	0.025	11.27	3.38	32.1	0.34	1.63	4.72	0.14	37600	6	B	4	B4	112.2666666667
GA1837Rb1400	Blairsville	2018-07-09	Root	NA	b	NA	TRUE	FALSE	FALSE	GA18-37Rb-1400_S218_L001_R1_001.fastq.gz	GA18-37Rb-1400_S218_L001_R2_001.fastq.gz	18531	1400	34.84499	-83.91679	NA	104.233333	Sample	0.006410294	0.4620588	81.29485	62.65044	62.91162	0.7870588	2.561029	8.764706	37	335	5.2	5.8	72.6	8.52	925	0.025	0.025	0.38	14.45	135.4	140.4	8.86	0.025	10.77	1.74	28.35	0.25	1.46	4.73	0.16	371400	6	C	3	C3	104.2333333333
GA1837Rb600	Blairsville	2018-06-01	Root	NA	b	NA	TRUE	FALSE	FALSE	GA18-37Rb-600_S271_L001_R1_001.fastq.gz	GA18-37Rb-600_S271_L001_R2_001.fastq.gz	22583	600	34.84497	-83.9168	NA	142.333333	Sample	0.006410294	0.4620588	81.29485	62.65044	62.91162	0.7870588	2.561029	8.764706	37	408	5.74	6.34	80.4	7.96	877	0.025	0.025	0.45	13.86	134.8	194.2	16.39	0.025	11.27	3.38	32.1	0.34	1.63	4.72	0.14	37600	6	H	8	H8	142.3333333333
GA1837S1400	Blairsville	2018-07-09	Soil	123	NA	NA	TRUE	FALSE	FALSE	GA18-37S-1400_S105_L001_R1_001.fastq.gz	GA18-37S-1400_S105_L001_R2_001.fastq.gz	28214	1400	34.84499	-83.91679	NA	120.1	Sample	0.006410294	0.4620588	81.29485	62.65044	62.91162	0.7870588	2.561029	8.764706	37	335	5.2	5.8	72.6	8.52	925	0.025	0.025	0.38	14.45	135.4	140.4	8.86	0.025	10.77	1.74	28.35	0.25	1.46	4.73	0.16	371400	5	A	9	A9	120.1
GA1837S600	Blairsville	2018-06-01	Soil	68	NA	NA	TRUE	FALSE	FALSE	GA18-37S-600_S128_L001_R1_001.fastq.gz	GA18-37S-600_S128_L001_R2_001.fastq.gz	28381	600	34.84497	-83.9168	NA	226.666667	Sample	0.006410294	0.4620588	81.29485	62.65044	62.91162	0.7870588	2.561029	8.764706	37	408	5.74	6.34	80.4	7.96	877	0.025	0.025	0.45	13.86	134.8	194.2	16.39	0.025	11.27	3.38	32.1	0.34	1.63	4.72	0.14	37600	5	C	9	C9	226.6666666667
GA1837Za1400	Blairsville	2018-07-09	Rhizosphere	NA	a	NA	TRUE	FALSE	FALSE	GA18-37Za-1400_S90_L001_R1_001.fastq.gz	GA18-37Za-1400_S90_L001_R2_001.fastq.gz	71994	1400	34.84499	-83.91679	NA	270.333333	Sample	0.006410294	0.4620588	81.29485	62.65044	62.91162	0.7870588	2.561029	8.764706	37	335	5.2	5.8	72.6	8.52	925	0.025	0.025	0.38	14.45	135.4	140.4	8.86	0.025	10.77	1.74	28.35	0.25	1.46	4.73	0.16	371400	4	H	6	H6	270.3333333333
GA1837Za600	Blairsville	2018-06-01	Rhizosphere	NA	a	NA	TRUE	FALSE	FALSE	GA18-37Za-600_S43_L001_R1_001.fastq.gz	GA18-37Za-600_S43_L001_R2_001.fastq.gz	85900	600	34.84497	-83.9168	NA	258	Sample	0.006410294	0.4620588	81.29485	62.65044	62.91162	0.7870588	2.561029	8.764706	37	408	5.74	6.34	80.4	7.96	877	0.025	0.025	0.45	13.86	134.8	194.2	16.39	0.025	11.27	3.38	32.1	0.34	1.63	4.72	0.14	37600	4	D	7	D7	258
GA1837Zb1400	Blairsville	2018-07-09	Rhizosphere	NA	b	NA	TRUE	FALSE	FALSE	GA18-37Zb-1400_S30_L001_R1_001.fastq.gz	GA18-37Zb-1400_S30_L001_R2_001.fastq.gz	70546	1400	34.84499	-83.91679	NA	299	Sample	0.006410294	0.4620588	81.29485	62.65044	62.91162	0.7870588	2.561029	8.764706	37	335	5.2	5.8	72.6	8.52	925	0.025	0.025	0.38	14.45	135.4	140.4	8.86	0.025	10.77	1.74	28.35	0.25	1.46	4.73	0.16	371400	4	C	6	C6	299
GA1837Zb600	Blairsville	2018-06-01	Rhizosphere	NA	b	NA	TRUE	FALSE	FALSE	GA18-37Zb-600_S96_L001_R1_001.fastq.gz	GA18-37Zb-600_S96_L001_R2_001.fastq.gz	89007	600	34.84497	-83.9168	NA	336.333333	Sample	0.006410294	0.4620588	81.29485	62.65044	62.91162	0.7870588	2.561029	8.764706	37	408	5.74	6.34	80.4	7.96	877	0.025	0.025	0.45	13.86	134.8	194.2	16.39	0.025	11.27	3.38	32.1	0.34	1.63	4.72	0.14	37600	4	H	12	H12	336.3333333333
GA183I1400	Dawson	2018-05-31	Inrow_Soil	60	NA	~5_feet_from_600_GDD_sample	TRUE	FALSE	FALSE	GA183I1400_S118_L001_R1_001.fastq.gz	GA183I1400_S118_L001_R2_001.fastq.gz	79937	1400	31.62073	-84.52262	NA	115.333333	Sample	0.003861017	0.2628814	80.80271	59.06169	57.94831	0.7277966	4.60678	8.067797	3	154	4.86	5.46	69.7	3.83	456	0.02	0.02	1.36	18.2	56.3	26	14.93	0.02	6.49	0.68	74	0.49	4.09	0.69	0.01	31400	2	B	10	B10	115.3333333333
GA183I600	Dawson	2018-05-02	Inrow_Soil	11	NA	NA	TRUE	FALSE	FALSE	GA183I600_S167_L001_R1_001.fastq.gz	GA183I600_S167_L001_R2_001.fastq.gz	99877	600	31.62062	-84.52264	NA	173	Sample	0.003861017	0.2628814	80.80271	59.06169	57.94831	0.7277966	4.60678	8.067797	3	179.5	5.14	5.74	69.95	3.95	468	0.02	0.05	1.65	30.8	58.35	25.8	15.75	0.02	13.865	0.565	91.35	0.32	4.04	0.73	0.015	3600	2	F	11	F11	173
GA183Ka1400	Dawson	2018-05-31	Stalk	NA	a	NA	TRUE	FALSE	FALSE	GA183Ka1400_S35_L001_R1_001.fastq.gz	GA183Ka1400_S35_L001_R2_001.fastq.gz	36120	1400	31.62073	-84.52262	NA	148	Sample	0.003861017	0.2628814	80.80271	59.06169	57.94831	0.7277966	4.60678	8.067797	3	154	4.86	5.46	69.7	3.83	456	0.02	0.02	1.36	18.2	56.3	26	14.93	0.02	6.49	0.68	74	0.49	4.09	0.69	0.01	31400	1	C	11	C11	148
GA183Ka600	Dawson	2018-05-02	Stalk	NA	a	NA	TRUE	FALSE	FALSE	GA183Ka600_S61_L001_R1_001.fastq.gz	GA183Ka600_S61_L001_R2_001.fastq.gz	1708	600	31.62062	-84.52264	NA	13.566667	Sample	0.003861017	0.2628814	80.80271	59.06169	57.94831	0.7277966	4.60678	8.067797	3	179.5	5.14	5.74	69.95	3.95	468	0.02	0.05	1.65	30.8	58.35	25.8	15.75	0.02	13.865	0.565	91.35	0.32	4.04	0.73	0.015	3600	1	F	1	F1	13.5666666667
GA183Kb1400	Dawson	2018-05-31	Stalk	NA	b	NA	TRUE	FALSE	FALSE	GA183Kb1400_S58_L001_R1_001.fastq.gz	GA183Kb1400_S58_L001_R2_001.fastq.gz	48850	1400	31.62073	-84.52262	NA	104.633333	Sample	0.003861017	0.2628814	80.80271	59.06169	57.94831	0.7277966	4.60678	8.067797	3	154	4.86	5.46	69.7	3.83	456	0.02	0.02	1.36	18.2	56.3	26	14.93	0.02	6.49	0.68	74	0.49	4.09	0.69	0.01	31400	1	E	10	E10	104.6333333333
GA183Kb600	Dawson	2018-05-02	Stalk	NA	b	NA	TRUE	FALSE	FALSE	GA183Kb600_S1_L001_R1_001.fastq.gz	GA183Kb600_S1_L001_R2_001.fastq.gz	3257	600	31.62062	-84.52264	NA	55.933333	Sample	0.003861017	0.2628814	80.80271	59.06169	57.94831	0.7277966	4.60678	8.067797	3	179.5	5.14	5.74	69.95	3.95	468	0.02	0.05	1.65	30.8	58.35	25.8	15.75	0.02	13.865	0.565	91.35	0.32	4.04	0.73	0.015	3600	1	A	1	A1	55.9333333333
GA183Ra1400	Dawson	2018-05-31	Root	NA	a	NA	TRUE	FALSE	FALSE	GA18-3Ra-1400_S259_L001_R1_001.fastq.gz	GA18-3Ra-1400_S259_L001_R2_001.fastq.gz	16525	1400	31.62073	-84.52262	NA	131.666667	Sample	0.003861017	0.2628814	80.80271	59.06169	57.94831	0.7277966	4.60678	8.067797	3	154	4.86	5.46	69.7	3.83	456	0.02	0.02	1.36	18.2	56.3	26	14.93	0.02	6.49	0.68	74	0.49	4.09	0.69	0.01	31400	6	G	8	G8	131.6666666667
GA183Ra600	Dawson	2018-05-02	Root	NA	a	NA	TRUE	FALSE	FALSE	GA18-3Ra-600_S3_L001_R1_001.fastq.gz	GA18-3Ra-600_S3_L001_R2_001.fastq.gz	65390	600	31.62062	-84.52264	NA	509.333333	Sample	0.003861017	0.2628814	80.80271	59.06169	57.94831	0.7277966	4.60678	8.067797	3	179.5	5.14	5.74	69.95	3.95	468	0.02	0.05	1.65	30.8	58.35	25.8	15.75	0.02	13.865	0.565	91.35	0.32	4.04	0.73	0.015	3600	4	A	3	A3	509.3333333333
GA183Rb1400	Dawson	2018-05-31	Root	NA	b	NA	TRUE	FALSE	FALSE	GA18-3Rb-1400_S220_L001_R1_001.fastq.gz	GA18-3Rb-1400_S220_L001_R2_001.fastq.gz	17453	1400	31.62073	-84.52262	NA	99	Sample	0.003861017	0.2628814	80.80271	59.06169	57.94831	0.7277966	4.60678	8.067797	3	154	4.86	5.46	69.7	3.83	456	0.02	0.02	1.36	18.2	56.3	26	14.93	0.02	6.49	0.68	74	0.49	4.09	0.69	0.01	31400	6	C	5	C5	99
GA183Rb600	Dawson	2018-05-02	Root	NA	b	NA	TRUE	FALSE	FALSE	GA18-3Rb-600_S2_L001_R1_001.fastq.gz	GA18-3Rb-600_S2_L001_R2_001.fastq.gz	75159	600	31.62062	-84.52264	NA	462.666667	Sample	0.003861017	0.2628814	80.80271	59.06169	57.94831	0.7277966	4.60678	8.067797	3	179.5	5.14	5.74	69.95	3.95	468	0.02	0.05	1.65	30.8	58.35	25.8	15.75	0.02	13.865	0.565	91.35	0.32	4.04	0.73	0.015	3600	4	A	2	A2	462.6666666667
GA183S1400	Dawson	2018-05-31	Soil	52	NA	~5_feet_from_600_GDD_sample	TRUE	FALSE	FALSE	GA18-3S-1400_S104_L001_R1_001.fastq.gz	GA18-3S-1400_S104_L001_R2_001.fastq.gz	28057	1400	31.62073	-84.52262	NA	193.333333	Sample	0.003861017	0.2628814	80.80271	59.06169	57.94831	0.7277966	4.60678	8.067797	3	154	4.86	5.46	69.7	3.83	456	0.02	0.02	1.36	18.2	56.3	26	14.93	0.02	6.49	0.68	74	0.49	4.09	0.69	0.01	31400	5	A	8	A8	193.3333333333
GA183S600	Dawson	2018-05-02	Soil	5	NA	NA	TRUE	FALSE	FALSE	GA18-3S-600_S178_L001_R1_001.fastq.gz	GA18-3S-600_S178_L001_R2_001.fastq.gz	26760	600	31.62062	-84.52264	NA	272.666667	Sample	0.003861017	0.2628814	80.80271	59.06169	57.94831	0.7277966	4.60678	8.067797	3	179.5	5.14	5.74	69.95	3.95	468	0.02	0.05	1.65	30.8	58.35	25.8	15.75	0.02	13.865	0.565	91.35	0.32	4.04	0.73	0.015	3600	5	G	11	G11	272.6666666667
GA183Za1400	Dawson	2018-05-31	Rhizosphere	NA	a	NA	TRUE	FALSE	FALSE	GA18-3Za-1400_S82_L001_R1_001.fastq.gz	GA18-3Za-1400_S82_L001_R2_001.fastq.gz	64537	1400	31.62073	-84.52262	NA	317	Sample	0.003861017	0.2628814	80.80271	59.06169	57.94831	0.7277966	4.60678	8.067797	3	154	4.86	5.46	69.7	3.83	456	0.02	0.02	1.36	18.2	56.3	26	14.93	0.02	6.49	0.68	74	0.49	4.09	0.69	0.01	31400	4	G	10	G10	317
GA183Za600	Dawson	2018-05-02	Rhizosphere	NA	a	NA	TRUE	FALSE	FALSE	GA18-3Za-600_S184_L001_R1_001.fastq.gz	GA18-3Za-600_S184_L001_R2_001.fastq.gz	42896	600	31.62062	-84.52264	NA	93.7	Sample	0.003861017	0.2628814	80.80271	59.06169	57.94831	0.7277966	4.60678	8.067797	3	179.5	5.14	5.74	69.95	3.95	468	0.02	0.05	1.65	30.8	58.35	25.8	15.75	0.02	13.865	0.565	91.35	0.32	4.04	0.73	0.015	3600	5	H	5	H5	93.7
GA183Zb1400	Dawson	2018-05-31	Rhizosphere	NA	b	NA	TRUE	FALSE	FALSE	GA18-3Zb-1400_S33_L001_R1_001.fastq.gz	GA18-3Zb-1400_S33_L001_R2_001.fastq.gz	64870	1400	31.62073	-84.52262	NA	694.666667	Sample	0.003861017	0.2628814	80.80271	59.06169	57.94831	0.7277966	4.60678	8.067797	3	154	4.86	5.46	69.7	3.83	456	0.02	0.02	1.36	18.2	56.3	26	14.93	0.02	6.49	0.68	74	0.49	4.09	0.69	0.01	31400	4	C	9	C9	694.6666666667
GA183Zb600	Dawson	2018-05-02	Rhizosphere	NA	b	NA	TRUE	FALSE	FALSE	GA18-3Zb-600_S171_L001_R1_001.fastq.gz	GA18-3Zb-600_S171_L001_R2_001.fastq.gz	40430	600	31.62062	-84.52264	NA	158.666667	Sample	0.003861017	0.2628814	80.80271	59.06169	57.94831	0.7277966	4.60678	8.067797	3	179.5	5.14	5.74	69.95	3.95	468	0.02	0.05	1.65	30.8	58.35	25.8	15.75	0.02	13.865	0.565	91.35	0.32	4.04	0.73	0.015	3600	5	G	4	G4	158.6666666667
GA184I1400	Fitzgerald	2018-05-31	Inrow_Soil	61	NA	~5_feet_from_600_GDD_sample	TRUE	FALSE	FALSE	GA184I1400_S180_L001_R1_001.fastq.gz	GA184I1400_S180_L001_R2_001.fastq.gz	139079	1400	31.66868	-83.30303	NA	126.333333	Sample	0.001486441	0.1333898	79.90034	60.10508	59.26356	0.7445763	4.152542	8.118644	4	215	4.93	5.53	53.7	3.81	309	0.02	0.05	0.51	13.11	92.5	29.6	11.33	0.02	4.14	3.48	39.8	1.03	6.04	1.3	0.02	41400	2	G	12	G12	126.3333333333
GA184Ka1400	Fitzgerald	2018-05-31	Stalk	NA	a	NA	TRUE	FALSE	FALSE	GA184Ka1400_S70_L001_R1_001.fastq.gz	GA184Ka1400_S70_L001_R2_001.fastq.gz	33806	1400	31.66868	-83.30303	NA	146	Sample	0.001486441	0.1333898	79.90034	60.10508	59.26356	0.7445763	4.152542	8.118644	4	215	4.93	5.53	53.7	3.81	309	0.02	0.05	0.51	13.11	92.5	29.6	11.33	0.02	4.14	3.48	39.8	1.03	6.04	1.3	0.02	41400	1	F	10	F10	146
GA184Ka600	Fitzgerald	2018-05-02	Stalk	NA	a	NA	TRUE	FALSE	FALSE	GA184Ka600_S62_L001_R1_001.fastq.gz	GA184Ka600_S62_L001_R2_001.fastq.gz	4302	600	31.66868	-83.30319	NA	50.6	Sample	0.001486441	0.1333898	79.90034	60.10508	59.26356	0.7445763	4.152542	8.118644	4	213	5.27	5.87	68.7	4.29	434	0.05	0.05	0.51	13.77	144.5	45.7	13.9	0.04	7	2.46	43.89	0.9	5.14	1.34	0.04	4600	1	F	2	F2	50.6
GA184Kb1400	Fitzgerald	2018-05-31	Stalk	NA	b	NA	TRUE	FALSE	FALSE	GA184Kb1400_S11_L001_R1_001.fastq.gz	GA184Kb1400_S11_L001_R2_001.fastq.gz	63209	1400	31.66868	-83.30303	NA	74.9	Sample	0.001486441	0.1333898	79.90034	60.10508	59.26356	0.7445763	4.152542	8.118644	4	215	4.93	5.53	53.7	3.81	309	0.02	0.05	0.51	13.11	92.5	29.6	11.33	0.02	4.14	3.48	39.8	1.03	6.04	1.3	0.02	41400	1	A	11	A11	74.9
GA184Kb600	Fitzgerald	2018-05-02	Stalk	NA	b	NA	TRUE	FALSE	FALSE	GA184Kb600_S50_L001_R1_001.fastq.gz	GA184Kb600_S50_L001_R2_001.fastq.gz	4020	600	31.66868	-83.30319	NA	63.2	Sample	0.001486441	0.1333898	79.90034	60.10508	59.26356	0.7445763	4.152542	8.118644	4	213	5.27	5.87	68.7	4.29	434	0.05	0.05	0.51	13.77	144.5	45.7	13.9	0.04	7	2.46	43.89	0.9	5.14	1.34	0.04	4600	1	E	2	E2	63.2
GA184Ra1400	Fitzgerald	2018-05-31	Root	NA	a	NA	TRUE	FALSE	FALSE	GA18-4Ra-1400_S275_L001_R1_001.fastq.gz	GA18-4Ra-1400_S275_L001_R2_001.fastq.gz	53982	1400	31.66868	-83.30303	NA	57.166667	Sample	0.001486441	0.1333898	79.90034	60.10508	59.26356	0.7445763	4.152542	8.118644	4	215	4.93	5.53	53.7	3.81	309	0.02	0.05	0.51	13.11	92.5	29.6	11.33	0.02	4.14	3.48	39.8	1.03	6.04	1.3	0.02	41400	6	H	12	H12	57.1666666667
GA184Ra600	Fitzgerald	2018-05-02	Root	NA	a	NA	TRUE	FALSE	FALSE	GA18-4Ra-600_S14_L001_R1_001.fastq.gz	GA18-4Ra-600_S14_L001_R2_001.fastq.gz	117445	600	31.66868	-83.30319	NA	244.666667	Sample	0.001486441	0.1333898	79.90034	60.10508	59.26356	0.7445763	4.152542	8.118644	4	213	5.27	5.87	68.7	4.29	434	0.05	0.05	0.51	13.77	144.5	45.7	13.9	0.04	7	2.46	43.89	0.9	5.14	1.34	0.04	4600	4	B	2	B2	244.6666666667
GA184Rb1400	Fitzgerald	2018-05-31	Root	NA	b	NA	TRUE	FALSE	FALSE	GA18-4Rb-1400_S49_L001_R1_001.fastq.gz	GA18-4Rb-1400_S49_L001_R2_001.fastq.gz	96236	1400	31.66868	-83.30303	NA	253.666667	Sample	0.001486441	0.1333898	79.90034	60.10508	59.26356	0.7445763	4.152542	8.118644	4	215	4.93	5.53	53.7	3.81	309	0.02	0.05	0.51	13.11	92.5	29.6	11.33	0.02	4.14	3.48	39.8	1.03	6.04	1.3	0.02	41400	4	E	1	E1	253.6666666667
GA184Rb600	Fitzgerald	2018-05-02	Root	NA	b	NA	TRUE	FALSE	FALSE	GA18-4Rb-600_S38_L001_R1_001.fastq.gz	GA18-4Rb-600_S38_L001_R2_001.fastq.gz	79894	600	31.66868	-83.30319	NA	346	Sample	0.001486441	0.1333898	79.90034	60.10508	59.26356	0.7445763	4.152542	8.118644	4	213	5.27	5.87	68.7	4.29	434	0.05	0.05	0.51	13.77	144.5	45.7	13.9	0.04	7	2.46	43.89	0.9	5.14	1.34	0.04	4600	4	D	2	D2	346
GA184S1400	Fitzgerald	2018-05-31	Soil	53	NA	~5_feet_from_600_GDD_sample	TRUE	FALSE	FALSE	GA184S1400_S161_L001_R1_001.fastq.gz	GA184S1400_S161_L001_R2_001.fastq.gz	112693	1400	31.66868	-83.30303	NA	155.333333	Sample	0.001486441	0.1333898	79.90034	60.10508	59.26356	0.7445763	4.152542	8.118644	4	215	4.93	5.53	53.7	3.81	309	0.02	0.05	0.51	13.11	92.5	29.6	11.33	0.02	4.14	3.48	39.8	1.03	6.04	1.3	0.02	41400	2	F	5	F5	155.3333333333
GA184S600	Fitzgerald	2018-05-02	Soil	6	NA	NA	TRUE	FALSE	FALSE	GA18-4S-600_S107_L001_R1_001.fastq.gz	GA18-4S-600_S107_L001_R2_001.fastq.gz	32683	600	31.66868	-83.30319	NA	65.633333	Sample	0.001486441	0.1333898	79.90034	60.10508	59.26356	0.7445763	4.152542	8.118644	4	213	5.27	5.87	68.7	4.29	434	0.05	0.05	0.51	13.77	144.5	45.7	13.9	0.04	7	2.46	43.89	0.9	5.14	1.34	0.04	4600	5	A	11	A11	65.6333333333
GA184Za1400	Fitzgerald	2018-05-31	Rhizosphere	NA	a	NA	TRUE	FALSE	FALSE	GA18-4Za-1400_S145_L001_R1_001.fastq.gz	GA18-4Za-1400_S145_L001_R2_001.fastq.gz	33179	1400	31.66868	-83.30303	NA	174.666667	Sample	0.001486441	0.1333898	79.90034	60.10508	59.26356	0.7445763	4.152542	8.118644	4	215	4.93	5.53	53.7	3.81	309	0.02	0.05	0.51	13.11	92.5	29.6	11.33	0.02	4.14	3.48	39.8	1.03	6.04	1.3	0.02	41400	5	E	2	E2	174.6666666667
GA184Za600	Fitzgerald	2018-05-02	Rhizosphere	NA	a	NA	TRUE	FALSE	FALSE	GA18-4Za-600_S148_L001_R1_001.fastq.gz	GA18-4Za-600_S148_L001_R2_001.fastq.gz	24208	600	31.66868	-83.30319	NA	150.333333	Sample	0.001486441	0.1333898	79.90034	60.10508	59.26356	0.7445763	4.152542	8.118644	4	213	5.27	5.87	68.7	4.29	434	0.05	0.05	0.51	13.77	144.5	45.7	13.9	0.04	7	2.46	43.89	0.9	5.14	1.34	0.04	4600	5	E	5	E5	150.3333333333
GA184Zb1400	Fitzgerald	2018-05-31	Rhizosphere	NA	b	NA	TRUE	FALSE	FALSE	GA18-4Zb-1400_S112_L001_R1_001.fastq.gz	GA18-4Zb-1400_S112_L001_R2_001.fastq.gz	56171	1400	31.66868	-83.30303	NA	73.933333	Sample	0.001486441	0.1333898	79.90034	60.10508	59.26356	0.7445763	4.152542	8.118644	4	215	4.93	5.53	53.7	3.81	309	0.02	0.05	0.51	13.11	92.5	29.6	11.33	0.02	4.14	3.48	39.8	1.03	6.04	1.3	0.02	41400	5	B	4	B4	73.9333333333
GA184Zb600	Fitzgerald	2018-05-02	Rhizosphere	NA	b	NA	TRUE	FALSE	FALSE	GA18-4Zb-600_S101_L001_R1_001.fastq.gz	GA18-4Zb-600_S101_L001_R2_001.fastq.gz	32002	600	31.66868	-83.30319	NA	142.666667	Sample	0.001486441	0.1333898	79.90034	60.10508	59.26356	0.7445763	4.152542	8.118644	4	213	5.27	5.87	68.7	4.29	434	0.05	0.05	0.51	13.77	144.5	45.7	13.9	0.04	7	2.46	43.89	0.9	5.14	1.34	0.04	4600	5	A	5	A5	142.6666666667
GA185I600	Arlington	2018-05-02	Inrow_Soil	13	NA	NA	TRUE	FALSE	FALSE	GA185I600_S129_L001_R1_001.fastq.gz	GA185I600_S129_L001_R2_001.fastq.gz	109183	600	31.41781	-84.67116	NA	90.533333	Sample	0.004491525	0.2410169	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	5	166	5.25	5.85	66.3333333333	2.88	319	0.02	0.02	1.0933333333	7.2333333333	51.9	18.3666666667	14.2	0.02	5.94	0.59	34.3	0.1633333333	2.51	0.7333333333	0.0166666667	5600	2	C	9	C9	90.5333333333
GA185Ka1400	Arlington	2018-05-31	Stalk	NA	a	NA	TRUE	FALSE	FALSE	GA185Ka1400_S47_L001_R1_001.fastq.gz	GA185Ka1400_S47_L001_R2_001.fastq.gz	45008	1400	31.41784	-84.67118	NA	90.1	Sample	0.004491525	0.2410169	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	5	149	5.28	5.88	69	2.59	310	0.02	0.02	0.79	5.22	25.4	18.4	11.46	0.02	5.17	0.24	28	0.14	2.83	0.72	0.01	51400	1	D	11	D11	90.1
GA185Ka600	Arlington	2018-05-02	Stalk	NA	a	NA	TRUE	FALSE	FALSE	GA185Ka600_S14_L001_R1_001.fastq.gz	GA185Ka600_S14_L001_R2_001.fastq.gz	4377	600	31.41781	-84.67116	NA	44.766667	Sample	0.004491525	0.2410169	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	5	166	5.25	5.85	66.3333333333	2.88	319	0.02	0.02	1.0933333333	7.2333333333	51.9	18.3666666667	14.2	0.02	5.94	0.59	34.3	0.1633333333	2.51	0.7333333333	0.0166666667	5600	1	B	2	B2	44.7666666667
GA185Kb1400	Arlington	2018-05-31	Stalk	NA	b	NA	TRUE	FALSE	FALSE	GA185Kb1400_S34_L001_R1_001.fastq.gz	GA185Kb1400_S34_L001_R2_001.fastq.gz	286	1400	31.41784	-84.67118	NA	38.733333	Sample	0.004491525	0.2410169	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	5	149	5.28	5.88	69	2.59	310	0.02	0.02	0.79	5.22	25.4	18.4	11.46	0.02	5.17	0.24	28	0.14	2.83	0.72	0.01	51400	1	C	10	C10	38.7333333333
GA185Kb600	Arlington	2018-05-02	Stalk	NA	b	NA	TRUE	FALSE	FALSE	GA185Kb600_S73_L001_R1_001.fastq.gz	GA185Kb600_S73_L001_R2_001.fastq.gz	2121	600	31.41781	-84.67116	NA	70	Sample	0.004491525	0.2410169	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	5	166	5.25	5.85	66.3333333333	2.88	319	0.02	0.02	1.0933333333	7.2333333333	51.9	18.3666666667	14.2	0.02	5.94	0.59	34.3	0.1633333333	2.51	0.7333333333	0.0166666667	5600	1	G	1	G1	70
GA185Ra1400	Arlington	2018-05-31	Root	NA	a	NA	TRUE	FALSE	FALSE	GA18-5Ra-1400_S270_L001_R1_001.fastq.gz	GA18-5Ra-1400_S270_L001_R2_001.fastq.gz	36505	1400	31.41784	-84.67118	NA	96.5	Sample	0.004491525	0.2410169	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	5	149	5.28	5.88	69	2.59	310	0.02	0.02	0.79	5.22	25.4	18.4	11.46	0.02	5.17	0.24	28	0.14	2.83	0.72	0.01	51400	6	H	7	H7	96.5
